file_name,format,size_bytes,sha256,source_org,source_url,authority_note,collected_from_dir,original_relative_path,source_record,duplicate_paths
NIMH_PTSD.pdf,pdf,1238273,b75e6ed1b6624b450a6c181176c10504cae8927f8e7fe0493f98db018684bcd0,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/post-traumatic-stress-disorder-ptsd/post-traumatic-stress-disorder_1.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_PTSD.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
NIMH_任何精神疾病统计.txt,txt,22522,c46b514393e459f010dba6c214f0339aa67bc15ba088f3830c35d583a848c74f,NIMH,https://www.nimh.nih.gov/health/statistics/mental-illness,美国国立精神卫生研究所官方统计页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_任何精神疾病统计.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
NIMH_儿童与心理健康.pdf,pdf,193595,5e7585c95f0a9b1c9a85ef4ba4ed52da2928387930147469cb248d762ad630c8,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/children-and-mental-health/children-and-mental-health.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_儿童与心理健康.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
NIMH_双相障碍.pdf,pdf,356512,ffca449088b677c2a67035ef4af368bafa4ace8290f077b1267c0ead79d12bd7,NIMH,https://www.nimh.nih.gov/sites/default/files/health/publications/bipolar-disorder/bipolar-disorder.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_双相障碍.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
NIMH_季节性情感障碍.pdf,pdf,2934119,29bad36e65bab3e787f32c09a6221905b8e5368c83394e2cc073adc52b2c46f1,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/seasonal-affective-disorder/seasonal-affective-disorder-508.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_季节性情感障碍.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
NIMH_焦虑障碍统计.txt,txt,14891,658c11bb0742586466ae7e1feba36b37ec765c4216d2a326948b25bb77b1e14a,NIMH,https://www.nimh.nih.gov/health/statistics/any-anxiety-disorder,美国国立精神卫生研究所官方统计页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_焦虑障碍统计.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
NIMH_破坏性心境失调障碍.pdf,pdf,211709,7bd8826f697c3ef85c821a5507ba98b26a153b6b703aee940ee742d86cf49610,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/disruptive-mood-dysregulation-disorder/disruptive-mood-dysregulation-disorder-the-basics_1.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_破坏性心境失调障碍.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
NIMH_统计总览.txt,txt,8798,9ead05de5a60f12d58c32c0249071b73b9a36b042ef03f3562f76816f7add72d,NIMH,https://www.nimh.nih.gov/health/statistics,美国国立精神卫生研究所官方统计总览,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_统计总览.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
NIMH_自杀统计.txt,txt,24284,a34b188c5aca31e7190025238924c275d848e4f1ef25455013067d731821be84,NIMH,https://www.nimh.nih.gov/health/statistics/suicide,美国国立精神卫生研究所官方统计页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_自杀统计.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
NIMH_自闭谱系障碍.pdf,pdf,1134384,64bfe90e4a0c8c1c632e3abfcef5c13f83d1f6c44ab5731ed80b550d932aa2b3,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/autism-spectrum-disorder/autism-spectrum-disorder.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_自闭谱系障碍.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
